String                                                                                                  ,Class
Recipe for soup with bread                                                                              ,french_onion_soup
How to make a dish with onions and melted cheese                                                        ,french_onion_soup
Recipe for soup with beef broth                                                                         ,french_onion_soup
How to make a dish with onions and toasted bread                                                        ,french_onion_soup
Recipe for soup with white wine                                                                         ,french_onion_soup
How to make a dish with onions and caramelized onions                                                   ,french_onion_soup
Recipe for soup with gruyere                                                                            ,french_onion_soup
How to make a dish with onions and beef broth                                                           ,french_onion_soup
Recipe for soup with caramelized onions and thyme                                                       ,french_onion_soup
How to make a dish with onions and bay leaves                                                           ,french_onion_soup
Recipe for soup with toasted bread and cheese                                                           ,french_onion_soup
How to make a dish with onions and garlic                                                               ,french_onion_soup
Recipe for soup with beef stock and wine                                                                ,french_onion_soup
How to make a dish with onions and butter                                                               ,french_onion_soup
Recipe for soup with thyme and bay leaves                                                               ,french_onion_soup
How to make a dish with onions and flour                                                                ,french_onion_soup
Recipe for soup with garlic and butter                                                                  ,french_onion_soup
How to make a dish with onions and cheese                                                               ,french_onion_soup
Recipe for soup with butter and flour                                                                   ,french_onion_soup
How to make a dish with onions and bread                                                                ,french_onion_soup
Recipe for soup with flour and beef broth                                                               ,french_onion_soup
How to make a dish with onions and beef stock                                                           ,french_onion_soup
Recipe for soup with beef broth and white wine                                                          ,french_onion_soup
How to make a dish with onions and wine                                                                 ,french_onion_soup
Recipe for soup with white wine and thyme                                                               ,french_onion_soup
How to make a dish with onions and gruyere cheese                                                       ,french_onion_soup
Recipe for Vietnamese noodle soup                                                                       ,pho
How to make a dish with rice noodles and beef                                                           ,pho
Recipe for soup with star anise                                                                         ,pho
How to make a dish with noodles and chicken                                                             ,pho
Recipe for soup with cinnamon                                                                           ,pho
How to make a dish with noodles and broth                                                               ,pho
Recipe for soup with cloves                                                                             ,pho
How to make a dish with noodles and herbs                                                               ,pho
Recipe for soup with cardamom                                                                           ,pho
How to make a dish with noodles and lime                                                                ,pho
Recipe for soup with coriander                                                                          ,pho
How to make a dish with noodles and bean sprouts                                                        ,pho
Recipe for soup with ginger                                                                             ,pho
How to make a dish with noodles and onions                                                              ,pho
Recipe for soup with onions                                                                             ,pho
How to make a dish with noodles and chili                                                               ,pho
Recipe for soup with beef bones                                                                         ,pho
How to make a dish with noodles and hoisin sauce                                                        ,pho
Recipe for soup with fish sauce                                                                         ,pho
How to make a dish with noodles and sriracha                                                            ,pho
Recipe for soup with rice noodles                                                                       ,pho
How to make a dish with noodles and basil                                                               ,pho
Recipe for soup with beef                                                                               ,pho
How to make a dish with noodles and mint                                                                ,pho
Recipe for soup with chicken                                                                            ,pho
How to make a dish with noodles and cilantro                                                            ,pho
Recipe for soup with bean sprouts                                                                       ,pho
How to make a dish with noodles and fish sauce                                                          ,pho
Recipe for soup with basil                                                                              ,pho
How to make a dish with noodles and beef bones                                                          ,pho
Recipe for soup with mint                                                                               ,pho
How to make a dish with noodles and star anise                                                          ,pho
Recipe for soup with cilantro                                                                           ,pho
How to make a dish with noodles and cinnamon                                                            ,pho
Recipe for soup with lime                                                                               ,pho
How to make a dish with noodles and cloves                                                              ,pho
Recipe for soup with chili                                                                              ,pho
How to make a dish with noodles and cardamom                                                            ,pho
Recipe for soup with hoisin sauce                                                                       ,pho
How to make a dish with noodles and coriander                                                           ,pho
Recipe for soup with sriracha                                                                           ,pho
How to make a dish with noodles and ginger                                                              ,pho
Recipe for soup with herbs                                                                              ,pho
How to make a dish with noodles and onions                                                              ,pho
Recipe for soup with beef broth                                                                         ,pho
How to make a dish with noodles and beef                                                                ,pho
Recipe for soup with chicken broth                                                                      ,pho
How to make a dish with noodles and chicken                                                             ,pho
Recipe for soup with noodles                                                                            ,pho
How to make a dish with noodles and bean sprouts                                                        ,pho
Recipe for soup with herbs and lime                                                                     ,pho
How to make a dish with noodles and basil                                                               ,pho
"Recipe for salad with mozzarella, tomatoes, and basil"                                                 ,caprese_salad
How to make a dish with fresh basil and tomatoes                                                        ,caprese_salad
Recipe for salad with balsamic glaze                                                                    ,caprese_salad
How to make a dish with mozzarella and basil                                                            ,caprese_salad
Recipe for salad with olive oil                                                                         ,caprese_salad
How to make a dish with tomatoes and mozzarella                                                         ,caprese_salad
Recipe for salad with fresh mozzarella                                                                  ,caprese_salad
How to make a dish with basil and balsamic glaze                                                        ,caprese_salad
Recipe for salad with ripe tomatoes                                                                     ,caprese_salad
How to make a dish with mozzarella and olive oil                                                        ,caprese_salad
Recipe for salad with Italian basil                                                                     ,caprese_salad
How to make a dish with tomatoes and fresh basil                                                        ,caprese_salad
Recipe for salad with balsamic vinegar                                                                  ,caprese_salad
How to make a dish with basil and ripe tomatoes                                                         ,caprese_salad
Recipe for salad with buffalo mozzarella                                                                ,caprese_salad
How to make a dish with mozzarella and balsamic glaze                                                   ,caprese_salad
Recipe for salad with heirloom tomatoes                                                                 ,caprese_salad
How to make a dish with tomatoes and olive oil                                                          ,caprese_salad
Recipe for salad with fresh basil leaves                                                                ,caprese_salad
How to make a dish with basil and fresh mozzarella                                                      ,caprese_salad
Recipe for salad with extra virgin olive oil                                                            ,caprese_salad
How to make a dish with mozzarella and ripe tomatoes                                                    ,caprese_salad
Recipe for salad with Italian mozzarella                                                                ,caprese_salad
How to make a dish with tomatoes and balsamic vinegar                                                   ,caprese_salad
Recipe for salad with basil leaves                                                                      ,caprese_salad
How to make a dish with basil and buffalo mozzarella                                                    ,caprese_salad
Recipe for salad with sliced tomatoes                                                                   ,caprese_salad
How to make a dish with mozzarella and heirloom tomatoes                                                ,caprese_salad
Recipe for salad with sliced mozzarella                                                                 ,caprese_salad
How to make a dish with tomatoes and fresh basil leaves                                                 ,caprese_salad
Recipe for salad with fresh tomatoes                                                                    ,caprese_salad
How to make a dish with basil and extra virgin olive oil                                                ,caprese_salad
Recipe for salad with Italian cheese                                                                    ,caprese_salad
How to make a dish with mozzarella and Italian basil                                                    ,caprese_salad
Recipe for salad with basil and mozzarella                                                              ,caprese_salad
How to make a dish with tomatoes and sliced tomatoes                                                    ,caprese_salad
Recipe for salad with tomatoes and basil                                                                ,caprese_salad
How to make a dish with basil and sliced mozzarella                                                     ,caprese_salad
Recipe for salad with mozzarella and tomatoes                                                           ,caprese_salad
How to make a dish with tomatoes and fresh tomatoes                                                     ,caprese_salad
Recipe for salad with basil and olive oil                                                               ,caprese_salad
How to make a dish with basil and Italian cheese                                                        ,caprese_salad
Recipe for salad with tomatoes and olive oil                                                            ,caprese_salad
How to make a dish with mozzarella and basil leaves                                                     ,caprese_salad
Recipe for salad with mozzarella and balsamic glaze                                                     ,caprese_salad
How to make a dish with tomatoes and basil and mozzarella                                               ,caprese_salad
Recipe for salad with basil and tomatoes                                                                ,caprese_salad
How to make a dish with mozzarella and tomatoes and basil                                               ,caprese_salad
Recipe for salad with tomatoes and balsamic glaze                                                       ,caprese_salad
How to make a dish with basil and mozzarella and tomatoes                                               ,caprese_salad
Recipe for shellfish with lemon                                                                         ,oysters
How to make a dish with shellfish and hot sauce                                                         ,oysters
Recipe for shellfish with vinegar                                                                       ,oysters
How to make a dish with shellfish and butter                                                            ,oysters
Recipe for shellfish with horseradish                                                                   ,oysters
How to make a dish with shellfish and garlic                                                            ,oysters
Recipe for shellfish with cocktail sauce                                                                ,oysters
How to make a dish with shellfish and parsley                                                           ,oysters
Recipe for shellfish with Tabasco                                                                       ,oysters
How to make a dish with shellfish and bread crumbs                                                      ,oysters
Recipe for shellfish with mignonette sauce                                                              ,oysters
How to make a dish with shellfish and cheese                                                            ,oysters
Recipe for shellfish with garlic butter                                                                 ,oysters
How to make a dish with shellfish and spinach                                                           ,oysters
Recipe for shellfish with breadcrumbs                                                                   ,oysters
How to make a dish with shellfish and bacon                                                             ,oysters
Recipe for shellfish with Parmesan                                                                      ,oysters
How to make a dish with shellfish and cream                                                             ,oysters
Recipe for shellfish with spinach                                                                       ,oysters
How to make a dish with shellfish and wine                                                              ,oysters
Recipe for shellfish with bacon                                                                         ,oysters
How to make a dish with shellfish and herbs                                                             ,oysters
Recipe for shellfish with cream                                                                         ,oysters
How to make a dish with shellfish and lemon juice                                                       ,oysters
Recipe for shellfish with wine                                                                          ,oysters
How to make a dish with shellfish and vinegar                                                           ,oysters
Recipe for shellfish with herbs                                                                         ,oysters
How to make a dish with shellfish and horseradish                                                       ,oysters
Recipe for shellfish with lemon juice                                                                   ,oysters
How to make a dish with shellfish and cocktail sauce                                                    ,oysters
Recipe for shellfish with hot sauce                                                                     ,oysters
How to make a dish with shellfish and Tabasco                                                           ,oysters
Recipe for shellfish with butter                                                                        ,oysters
How to make a dish with shellfish and mignonette sauce                                                  ,oysters
Recipe for shellfish with garlic                                                                        ,oysters
How to make a dish with shellfish and garlic butter                                                     ,oysters
Recipe for shellfish with parsley                                                                       ,oysters
How to make a dish with shellfish and breadcrumbs                                                       ,oysters
Recipe for shellfish with bread crumbs                                                                  ,oysters
How to make a dish with shellfish and Parmesan                                                          ,oysters
Recipe for shellfish with cheese                                                                        ,oysters
How to make a dish with shellfish and spinach                                                           ,oysters
Recipe for shellfish with spinach and cream                                                             ,oysters
How to make a dish with shellfish and bacon                                                             ,oysters
Recipe for shellfish with bacon and cheese                                                              ,oysters
How to make a dish with shellfish and cream                                                             ,oysters
Recipe for shellfish with cream and herbs                                                               ,oysters
How to make a dish with shellfish and wine                                                              ,oysters
Recipe for shellfish with wine and lemon juice                                                          ,oysters
How to make a dish with shellfish and herbs                                                             ,oysters
Recipe for shellfish with herbs and hot sauce                                                           ,oysters
How to make a dish with shellfish and lemon juice                                                       ,oysters
Recipe for dessert with phyllo dough and nuts                                                           ,baklava
How to make a dish with honey and pistachios                                                            ,baklava
Recipe for dessert with syrup and walnuts                                                               ,baklava
How to make a dish with phyllo dough and sugar                                                          ,baklava
Recipe for dessert with butter and almonds                                                              ,baklava
How to make a dish with honey and phyllo dough                                                          ,baklava
Recipe for dessert with cinnamon and pistachios                                                         ,baklava
How to make a dish with syrup and phyllo dough                                                          ,baklava
Recipe for dessert with sugar and walnuts                                                               ,baklava
How to make a dish with butter and phyllo dough                                                         ,baklava
Recipe for dessert with phyllo dough and honey                                                          ,baklava
How to make a dish with cinnamon and phyllo dough                                                       ,baklava
Recipe for dessert with pistachios and syrup                                                            ,baklava
How to make a dish with sugar and phyllo dough                                                          ,baklava
Recipe for dessert with walnuts and butter                                                              ,baklava
How to make a dish with almonds and phyllo dough                                                        ,baklava
Recipe for dessert with phyllo dough and syrup                                                          ,baklava
How to make a dish with honey and walnuts                                                               ,baklava
Recipe for dessert with almonds and sugar                                                               ,baklava
How to make a dish with syrup and pistachios                                                            ,baklava
Recipe for dessert with phyllo dough and butter                                                         ,baklava
How to make a dish with butter and walnuts                                                              ,baklava
Recipe for dessert with walnuts and honey                                                               ,baklava
How to make a dish with sugar and pistachios                                                            ,baklava
Recipe for dessert with pistachios and butter                                                           ,baklava
How to make a dish with almonds and syrup                                                               ,baklava
Recipe for dessert with phyllo dough and cinnamon                                                       ,baklava
How to make a dish with butter and almonds                                                              ,baklava
Recipe for dessert with sugar and phyllo dough                                                          ,baklava
How to make a dish with honey and almonds                                                               ,baklava
Recipe for dessert with butter and phyllo dough                                                         ,baklava
How to make a dish with syrup and walnuts                                                               ,baklava
Recipe for dessert with honey and phyllo dough                                                          ,baklava
How to make a dish with cinnamon and walnuts                                                            ,baklava
Recipe for dessert with pistachios and phyllo dough                                                     ,baklava
How to make a dish with sugar and almonds                                                               ,baklava
Recipe for dessert with walnuts and phyllo dough                                                        ,baklava
How to make a dish with butter and pistachios                                                           ,baklava
Recipe for dessert with almonds and honey                                                               ,baklava
How to make a dish with syrup and almonds                                                               ,baklava
Recipe for dessert with cinnamon and honey                                                              ,baklava
How to make a dish with honey and cinnamon                                                              ,baklava
Recipe for dessert with sugar and butter                                                                ,baklava
How to make a dish with pistachios and sugar                                                            ,baklava
Recipe for dessert with walnuts and syrup                                                               ,baklava
How to make a dish with almonds and butter                                                              ,baklava
Recipe for dessert with pistachios and cinnamon                                                         ,baklava
How to make a dish with walnuts and butter                                                              ,baklava
Recipe for dessert with almonds and syrup                                                               ,baklava
How to make a dish with cinnamon and almonds                                                            ,baklava
Recipe for dessert with custard and caramelized sugar                                                   ,creme_brulee
How to make a dish with heavy cream and vanilla                                                         ,creme_brulee
Recipe for dessert with egg yolks and sugar                                                             ,creme_brulee
How to make a dish with cream and sugar                                                                 ,creme_brulee
Recipe for dessert with vanilla beans                                                                   ,creme_brulee
How to make a dish with egg yolks and cream                                                             ,creme_brulee
Recipe for dessert with caramelized sugar on top                                                        ,creme_brulee
How to make a dish with vanilla and sugar                                                               ,creme_brulee
Recipe for dessert with heavy cream                                                                     ,creme_brulee
How to make a dish with egg yolks and vanilla                                                           ,creme_brulee
Recipe for dessert with sugar                                                                           ,creme_brulee
How to make a dish with cream and caramelized sugar                                                     ,creme_brulee
Recipe for dessert with egg yolks                                                                       ,creme_brulee
How to make a dish with vanilla and cream                                                               ,creme_brulee
Recipe for dessert with vanilla                                                                         ,creme_brulee
How to make a dish with egg yolks and caramelized sugar                                                 ,creme_brulee
Recipe for dessert with cream                                                                           ,creme_brulee
How to make a dish with vanilla and egg yolks                                                           ,creme_brulee
Recipe for dessert with caramelized sugar                                                               ,creme_brulee
How to make a dish with cream and egg yolks                                                             ,creme_brulee
Recipe for dessert with sugar and cream                                                                 ,creme_brulee
How to make a dish with vanilla and caramelized sugar                                                   ,creme_brulee
Recipe for dessert with egg yolks and cream                                                             ,creme_brulee
How to make a dish with sugar and cream                                                                 ,creme_brulee
Recipe for dessert with vanilla and sugar                                                               ,creme_brulee
How to make a dish with egg yolks and vanilla                                                           ,creme_brulee
Recipe for dessert with cream and sugar                                                                 ,creme_brulee
How to make a dish with sugar and egg yolks                                                             ,creme_brulee
Recipe for dessert with egg yolks and vanilla                                                           ,creme_brulee
How to make a dish with cream and vanilla                                                               ,creme_brulee
Recipe for dessert with vanilla and cream                                                               ,creme_brulee
How to make a dish with sugar and vanilla                                                               ,creme_brulee
Recipe for dessert with cream and egg yolks                                                             ,creme_brulee
How to make a dish with egg yolks and sugar                                                             ,creme_brulee
Recipe for dessert with sugar and egg yolks                                                             ,creme_brulee
How to make a dish with cream and caramelized sugar                                                     ,creme_brulee
Recipe for dessert with egg yolks and caramelized sugar                                                 ,creme_brulee
How to make a dish with vanilla and sugar                                                               ,creme_brulee
Recipe for dessert with cream and vanilla                                                               ,creme_brulee
How to make a dish with egg yolks and cream                                                             ,creme_brulee
Recipe for dessert with sugar and vanilla                                                               ,creme_brulee
How to make a dish with cream and sugar                                                                 ,creme_brulee
Recipe for dessert with vanilla and egg yolks                                                           ,creme_brulee
How to make a dish with sugar and caramelized sugar                                                     ,creme_brulee
Recipe for dessert with cream and caramelized sugar                                                     ,creme_brulee
How to make a dish with egg yolks and vanilla                                                           ,creme_brulee
Recipe for dessert with sugar and cream                                                                 ,creme_brulee
How to make a dish with vanilla and cream                                                               ,creme_brulee
Recipe for dessert with egg yolks and sugar                                                             ,creme_brulee
How to make a dish with cream and egg yolks                                                             ,creme_brulee
Recipe for dessert with vanilla and caramelized sugar                                                   ,creme_brulee
How to make a dish with sugar and vanilla                                                               ,creme_brulee
Recipe for dessert with carrots and cream cheese                                                        ,carrot_cake
How to make a dish with carrots and walnuts                                                             ,carrot_cake
Recipe for dessert with cinnamon and nutmeg                                                             ,carrot_cake
How to make a dish with carrots and sugar                                                               ,carrot_cake
Recipe for dessert with cream cheese frosting                                                           ,carrot_cake
How to make a dish with carrots and flour                                                               ,carrot_cake
Recipe for dessert with walnuts                                                                         ,carrot_cake
How to make a dish with carrots and eggs                                                                ,carrot_cake
Recipe for dessert with grated carrots                                                                  ,carrot_cake
How to make a dish with carrots and butter                                                              ,carrot_cake
Recipe for dessert with vanilla extract                                                                 ,carrot_cake
How to make a dish with carrots and cinnamon                                                            ,carrot_cake
Recipe for dessert with sugar                                                                           ,carrot_cake
How to make a dish with carrots and nutmeg                                                              ,carrot_cake
Recipe for dessert with flour                                                                           ,carrot_cake
How to make a dish with carrots and vanilla extract                                                     ,carrot_cake
Recipe for dessert with eggs                                                                            ,carrot_cake
How to make a dish with carrots and cream cheese frosting                                               ,carrot_cake
Recipe for dessert with butter                                                                          ,carrot_cake
How to make a dish with carrots and grated carrots                                                      ,carrot_cake
Recipe for dessert with baking soda                                                                     ,carrot_cake
How to make a dish with carrots and walnuts                                                             ,carrot_cake
Recipe for dessert with baking powder                                                                   ,carrot_cake
How to make a dish with carrots and sugar                                                               ,carrot_cake
Recipe for dessert with cinnamon                                                                        ,carrot_cake
How to make a dish with carrots and flour                                                               ,carrot_cake
Recipe for dessert with nutmeg                                                                          ,carrot_cake
How to make a dish with carrots and eggs                                                                ,carrot_cake
Recipe for dessert with cream cheese                                                                    ,carrot_cake
How to make a dish with carrots and butter                                                              ,carrot_cake
Recipe for dessert with vegetable oil                                                                   ,carrot_cake
How to make a dish with carrots and baking soda                                                         ,carrot_cake
Recipe for dessert with pineapple                                                                       ,carrot_cake
How to make a dish with carrots and baking powder                                                       ,carrot_cake
Recipe for dessert with coconut                                                                         ,carrot_cake
How to make a dish with carrots and cinnamon                                                            ,carrot_cake
Recipe for dessert with raisins                                                                         ,carrot_cake
How to make a dish with carrots and nutmeg                                                              ,carrot_cake
Recipe for dessert with brown sugar                                                                     ,carrot_cake
How to make a dish with carrots and cream cheese                                                        ,carrot_cake
Recipe for dessert with pecans                                                                          ,carrot_cake
How to make a dish with carrots and vegetable oil                                                       ,carrot_cake
Recipe for dessert with applesauce                                                                      ,carrot_cake
How to make a dish with carrots and pineapple                                                           ,carrot_cake
Recipe for dessert with sour cream                                                                      ,carrot_cake
How to make a dish with carrots and coconut                                                             ,carrot_cake
Recipe for dessert with buttermilk                                                                      ,carrot_cake
How to make a dish with carrots and raisins                                                             ,carrot_cake
Recipe for dessert with orange zest                                                                     ,carrot_cake
How to make a dish with carrots and brown sugar                                                         ,carrot_cake
Recipe for dessert with lemon zest                                                                      ,carrot_cake
How to make a dish with carrots and pecans                                                              ,carrot_cake
Recipe for fried vegetable circles                                                                      ,onion_rings
How to make a dish with onions and batter                                                               ,onion_rings
Recipe for snack with breadcrumbs                                                                       ,onion_rings
How to make a dish with onions and flour                                                                ,onion_rings
Recipe for appetizer with buttermilk                                                                    ,onion_rings
How to make a dish with onions and oil                                                                  ,onion_rings
Recipe for side dish with flour                                                                         ,onion_rings
How to make a dish with onions and breadcrumbs                                                          ,onion_rings
Recipe for crispy vegetable snack                                                                       ,onion_rings
How to make a dish with onions and buttermilk                                                           ,onion_rings
Recipe for snack with deep-fried vegetables                                                             ,onion_rings
How to make a dish with onions and salt                                                                 ,onion_rings
Recipe for appetizer with oil                                                                           ,onion_rings
How to make a dish with onions and pepper                                                               ,onion_rings
Recipe for side dish with salt                                                                          ,onion_rings
How to make a dish with onions and egg                                                                  ,onion_rings
Recipe for crispy vegetable appetizer                                                                   ,onion_rings
How to make a dish with onions and milk                                                                 ,onion_rings
Recipe for snack with pepper                                                                            ,onion_rings
How to make a dish with onions and cornmeal                                                             ,onion_rings
Recipe for appetizer with egg                                                                           ,onion_rings
How to make a dish with onions and beer                                                                 ,onion_rings
Recipe for side dish with milk                                                                          ,onion_rings
How to make a dish with onions and paprika                                                              ,onion_rings
Recipe for crispy vegetable side dish                                                                   ,onion_rings
How to make a dish with onions and garlic powder                                                        ,onion_rings
Recipe for snack with cornmeal                                                                          ,onion_rings
How to make a dish with onions and cayenne pepper                                                       ,onion_rings
Recipe for appetizer with beer                                                                          ,onion_rings
How to make a dish with onions and panko breadcrumbs                                                    ,onion_rings
Recipe for side dish with paprika                                                                       ,onion_rings
How to make a dish with onions and parmesan cheese                                                      ,onion_rings
Recipe for crispy vegetable circles                                                                     ,onion_rings
How to make a dish with onions and soda water                                                           ,onion_rings
Recipe for snack with garlic powder                                                                     ,onion_rings
How to make a dish with onions and yeast                                                                ,onion_rings
Recipe for appetizer with cayenne pepper                                                                ,onion_rings
How to make a dish with onions and vinegar                                                              ,onion_rings
Recipe for side dish with panko breadcrumbs                                                             ,onion_rings
How to make a dish with onions and mustard                                                              ,onion_rings
Recipe for crispy vegetable rings                                                                       ,onion_rings
How to make a dish with onions and ketchup                                                              ,onion_rings
Recipe for snack with parmesan cheese                                                                   ,onion_rings
How to make a dish with onions and mayonnaise                                                           ,onion_rings
Recipe for appetizer with soda water                                                                    ,onion_rings
How to make a dish with onions and barbecue sauce                                                       ,onion_rings
Recipe for side dish with yeast                                                                         ,onion_rings
How to make a dish with onions and hot sauce                                                            ,onion_rings
Recipe for crispy vegetable snack with vinegar                                                          ,onion_rings
How to make a dish with onions and Worcestershire sauce                                                 ,onion_rings
Recipe for salad with romaine lettuce and croutons                                                      ,caesar_salad
How to make a dish with parmesan and anchovies                                                          ,caesar_salad
Recipe for salad with Caesar dressing                                                                   ,caesar_salad
How to make a dish with romaine lettuce and garlic                                                      ,caesar_salad
Recipe for salad with garlic croutons                                                                   ,caesar_salad
